postcode,Delivery_speed,Delivery_option,Parcel_size,DPD_pred_price,Menzies_pred_price,My_Hermes_pred_price,Parcel_force_pred_price,TNT_Pred_Price,Yodel_pred_price,DPD_actual_price,Menzies_actual_price,My_Hermes_actual_price,Parcel_force_actual_price,TNT_actual_price,Yodel_actual_price,Average_price,Median_price,Average_pred_price,Difference_actual_pred_price,Difference_actual_Pred_Price_per,ur2,ur3,ur6,ur8,pop2011,areahect,popdensity2011,islands2016,ca_name,popden_dis,postcode_sector
AB10 1UY,next-day,door-to-door,large,,,,55.22,38.11,,,,,62,57.85,,59.92,59.92,46.665,13.26,0.284045859,1,1,1,1,2284,73,31.28767204,0,Aberdeen City,47.53347778,AB10 1
AB10 1UY,next-day,door-to-door,medium,21.74,,,21.74,15,,15.49,,,27.8,17.45,,20.25,17.45,19.49333333,0.75,0.038816689,1,1,1,1,2284,73,31.28767204,0,Aberdeen City,47.53347778,AB10 1
AB10 1UY,next-day,door-to-door,small,11.31,,,11.31,7.8,,7.49,,,13.9,9.22,,10.2,9.22,10.14,0.06,0.00591716,1,1,1,1,2284,73,31.28767204,0,Aberdeen City,47.53347778,AB10 1
AB10 1UY,next-day,shop drop-off,large,,,,50.43,,,,,,59.5,,,59.5,59.5,50.43,9.07,0.179853262,1,1,1,1,2284,73,31.28767204,0,Aberdeen City,47.53347778,AB10 1
AB10 1UY,next-day,shop drop-off,medium,,,,19.85,,,,,,25.3,,,25.3,25.3,19.85,5.45,0.274559194,1,1,1,1,2284,73,31.28767204,0,Aberdeen City,47.53347778,AB10 1
AB10 1UY,next-day,shop drop-off,small,,,,10.33,,,,,,11.4,,,11.4,11.4,10.33,1.07,0.103581801,1,1,1,1,2284,73,31.28767204,0,Aberdeen City,47.53347778,AB10 1
AB10 1UY,standard,door-to-door,large,,,,47.32,,,,,,52,,,52,52,47.32,4.68,0.098901099,1,1,1,1,2284,73,31.28767204,0,Aberdeen City,47.53347778,AB10 1
AB10 1UY,standard,door-to-door,medium,,12.57,,18.63,,10.56,,9.39,,24,,7.99,13.79,9.39,13.92,-0.13,-0.00933908,1,1,1,1,2284,73,31.28767204,0,Aberdeen City,47.53347778,AB10 1
AB10 1UY,standard,door-to-door,small,,6.54,,9.69,,5.49,,9.39,,10.1,,6.99,8.83,9.39,7.24,1.59,0.21961326,1,1,1,1,2284,73,31.28767204,0,Aberdeen City,47.53347778,AB10 1
AB10 1UY,standard,shop drop-off,large,,,,43.22,,,,,,49.5,,,49.5,49.5,43.22,6.28,0.1453031,1,1,1,1,2284,73,31.28767204,0,Aberdeen City,47.53347778,AB10 1
AB10 1UY,standard,shop drop-off,medium,,,6.72,17.01,,,,,7.48,21.5,,,14.49,14.49,11.865,2.63,0.221238938,1,1,1,1,2284,73,31.28767204,0,Aberdeen City,47.53347778,AB10 1
AB10 1UY,standard,shop drop-off,small,8.85,,3.49,8.85,,5.01,5.99,,3.38,7.6,,4.74,5.43,5.36,6.55,-1.13,-0.170992366,1,1,1,1,2284,73,31.28767204,0,Aberdeen City,47.53347778,AB10 1
AB10 6NY,next-day,door-to-door,large,,,,55.22,38.11,,,,,62,57.85,,59.92,59.92,46.665,13.26,0.284045859,1,1,1,1,10737,166,64.6807251,0,Aberdeen City,47.53347778,AB10 6
AB10 6NY,next-day,door-to-door,medium,21.74,,,21.74,15,,15.49,,,27.8,17.45,,20.25,17.45,19.49333333,0.75,0.038816689,1,1,1,1,10737,166,64.6807251,0,Aberdeen City,47.53347778,AB10 6
AB10 6NY,next-day,door-to-door,small,11.31,,,11.31,7.8,,7.49,,,13.9,9.22,,10.2,9.22,10.14,0.06,0.00591716,1,1,1,1,10737,166,64.6807251,0,Aberdeen City,47.53347778,AB10 6
AB10 6NY,next-day,shop drop-off,large,,,,50.43,,,,,,59.5,,,59.5,59.5,50.43,9.07,0.179853262,1,1,1,1,10737,166,64.6807251,0,Aberdeen City,47.53347778,AB10 6
AB10 6NY,next-day,shop drop-off,medium,,,,19.85,,,,,,25.3,,,25.3,25.3,19.85,5.45,0.274559194,1,1,1,1,10737,166,64.6807251,0,Aberdeen City,47.53347778,AB10 6
AB10 6NY,next-day,shop drop-off,small,,,,10.33,,,,,,11.4,,,11.4,11.4,10.33,1.07,0.103581801,1,1,1,1,10737,166,64.6807251,0,Aberdeen City,47.53347778,AB10 6
AB10 6NY,standard,door-to-door,large,,,,47.32,,,,,,52,,,52,52,47.32,4.68,0.098901099,1,1,1,1,10737,166,64.6807251,0,Aberdeen City,47.53347778,AB10 6
AB10 6NY,standard,door-to-door,medium,,12.57,,18.63,,10.56,,9.39,,24,,7.99,13.79,9.39,13.92,-0.13,-0.00933908,1,1,1,1,10737,166,64.6807251,0,Aberdeen City,47.53347778,AB10 6
AB10 6NY,standard,door-to-door,small,,6.54,,9.69,,5.49,,9.39,,10.1,,6.99,8.83,9.39,7.24,1.59,0.21961326,1,1,1,1,10737,166,64.6807251,0,Aberdeen City,47.53347778,AB10 6
AB10 6NY,standard,shop drop-off,large,,,,43.22,,,,,,49.5,,,49.5,49.5,43.22,6.28,0.1453031,1,1,1,1,10737,166,64.6807251,0,Aberdeen City,47.53347778,AB10 6
AB10 6NY,standard,shop drop-off,medium,,,6.72,17.01,,,,,7.48,21.5,,,14.49,14.49,11.865,2.63,0.221238938,1,1,1,1,10737,166,64.6807251,0,Aberdeen City,47.53347778,AB10 6
AB10 6NY,standard,shop drop-off,small,8.85,,3.49,8.85,,5.01,5.99,,3.38,7.6,,4.74,5.43,5.36,6.55,-1.13,-0.170992366,1,1,1,1,10737,166,64.6807251,0,Aberdeen City,47.53347778,AB10 6
AB10 7GT,next-day,door-to-door,large,,,,55.22,38.11,,,,,62,57.85,,59.92,59.92,46.665,13.26,0.284045859,1,1,1,1,8987,224,40.1205368,0,Aberdeen City,47.53347778,AB10 7
AB10 7GT,next-day,door-to-door,medium,21.74,,,21.74,15,,15.49,,,27.8,17.45,,20.25,17.45,19.49333333,0.75,0.038816689,1,1,1,1,8987,224,40.1205368,0,Aberdeen City,47.53347778,AB10 7
AB10 7GT,next-day,door-to-door,small,11.31,,,11.31,7.8,,7.49,,,13.9,9.22,,10.2,9.22,10.14,0.06,0.00591716,1,1,1,1,8987,224,40.1205368,0,Aberdeen City,47.53347778,AB10 7
AB10 7GT,next-day,shop drop-off,large,,,,50.43,,,,,,59.5,,,59.5,59.5,50.43,9.07,0.179853262,1,1,1,1,8987,224,40.1205368,0,Aberdeen City,47.53347778,AB10 7
AB10 7GT,next-day,shop drop-off,medium,,,,19.85,,,,,,25.3,,,25.3,25.3,19.85,5.45,0.274559194,1,1,1,1,8987,224,40.1205368,0,Aberdeen City,47.53347778,AB10 7
AB10 7GT,next-day,shop drop-off,small,,,,10.33,,,,,,11.4,,,11.4,11.4,10.33,1.07,0.103581801,1,1,1,1,8987,224,40.1205368,0,Aberdeen City,47.53347778,AB10 7
AB10 7GT,standard,door-to-door,large,,,,47.32,,,,,,52,,,52,52,47.32,4.68,0.098901099,1,1,1,1,8987,224,40.1205368,0,Aberdeen City,47.53347778,AB10 7
AB10 7GT,standard,door-to-door,medium,,12.57,,18.63,,10.56,,9.39,,24,,7.99,13.79,9.39,13.92,-0.13,-0.00933908,1,1,1,1,8987,224,40.1205368,0,Aberdeen City,47.53347778,AB10 7
AB10 7GT,standard,door-to-door,small,,6.54,,9.69,,5.49,,9.39,,10.1,,6.99,8.83,9.39,7.24,1.59,0.21961326,1,1,1,1,8987,224,40.1205368,0,Aberdeen City,47.53347778,AB10 7
AB10 7GT,standard,shop drop-off,large,,,,43.22,,,,,,49.5,,,49.5,49.5,43.22,6.28,0.1453031,1,1,1,1,8987,224,40.1205368,0,Aberdeen City,47.53347778,AB10 7
AB10 7GT,standard,shop drop-off,medium,,,6.72,17.01,,,,,7.48,21.5,,,14.49,14.49,11.865,2.63,0.221238938,1,1,1,1,8987,224,40.1205368,0,Aberdeen City,47.53347778,AB10 7
AB10 7GT,standard,shop drop-off,small,8.85,,3.49,8.85,,5.01,5.99,,3.38,7.6,,4.74,5.43,5.36,6.55,-1.13,-0.170992366,1,1,1,1,8987,224,40.1205368,0,Aberdeen City,47.53347778,AB10 7
AB11 5PL,next-day,door-to-door,large,,,,55.22,38.11,,,,,62,15.95,,38.98,38.98,46.665,-7.69,-0.164684453,1,1,1,1,1855,123,15.08130074,0,Aberdeen City,41.5431366,AB11 5
AB11 5PL,next-day,door-to-door,medium,21.74,,,21.74,15,,15.49,,,27.8,10.95,,18.08,15.49,19.49333333,-1.42,-0.07250342,1,1,1,1,1855,123,15.08130074,0,Aberdeen City,41.5431366,AB11 5
AB11 5PL,next-day,door-to-door,small,11.31,,,11.31,7.8,,7.49,,,13.9,7.45,,9.61,7.49,10.14,-0.53,-0.052268245,1,1,1,1,1855,123,15.08130074,0,Aberdeen City,41.5431366,AB11 5
AB11 5PL,next-day,shop drop-off,large,,,,50.43,,,,,,59.5,,,59.5,59.5,50.43,9.07,0.179853262,1,1,1,1,1855,123,15.08130074,0,Aberdeen City,41.5431366,AB11 5
AB11 5PL,next-day,shop drop-off,medium,,,,19.85,,,,,,25.3,,,25.3,25.3,19.85,5.45,0.274559194,1,1,1,1,1855,123,15.08130074,0,Aberdeen City,41.5431366,AB11 5
AB11 5PL,next-day,shop drop-off,small,,,,10.33,,,,,,11.4,,,11.4,11.4,10.33,1.07,0.103581801,1,1,1,1,1855,123,15.08130074,0,Aberdeen City,41.5431366,AB11 5
AB11 5PL,standard,door-to-door,large,,,,47.32,,,,,,52,,,52,52,47.32,4.68,0.098901099,1,1,1,1,1855,123,15.08130074,0,Aberdeen City,41.5431366,AB11 5
AB11 5PL,standard,door-to-door,medium,,12.57,,18.63,,10.56,,9.39,,24,,7.99,13.79,9.39,13.92,-0.13,-0.00933908,1,1,1,1,1855,123,15.08130074,0,Aberdeen City,41.5431366,AB11 5
AB11 5PL,standard,door-to-door,small,,6.54,,9.69,,5.49,,9.39,,10.1,,6.99,8.83,9.39,7.24,1.59,0.21961326,1,1,1,1,1855,123,15.08130074,0,Aberdeen City,41.5431366,AB11 5
AB11 5PL,standard,shop drop-off,large,,,,43.22,,,,,,49.5,,,49.5,49.5,43.22,6.28,0.1453031,1,1,1,1,1855,123,15.08130074,0,Aberdeen City,41.5431366,AB11 5
AB11 5PL,standard,shop drop-off,medium,,,6.72,17.01,,,,,7.48,21.5,,,14.49,14.49,11.865,2.63,0.221238938,1,1,1,1,1855,123,15.08130074,0,Aberdeen City,41.5431366,AB11 5
AB11 5PL,standard,shop drop-off,small,8.85,,3.49,8.85,,5.01,5.99,,3.38,7.6,,4.74,5.43,5.36,6.55,-1.13,-0.170992366,1,1,1,1,1855,123,15.08130074,0,Aberdeen City,41.5431366,AB11 5
AB11 6PJ,next-day,door-to-door,large,,,,55.22,38.11,,,,,62,57.85,,59.92,59.92,46.665,13.26,0.284045859,1,1,1,1,6424,74,86.8108139,0,Aberdeen City,41.5431366,AB11 6
AB11 6PJ,next-day,door-to-door,medium,21.74,,,21.74,15,,15.49,,,27.8,17.45,,20.25,17.45,19.49333333,0.75,0.038816689,1,1,1,1,6424,74,86.8108139,0,Aberdeen City,41.5431366,AB11 6
AB11 6PJ,next-day,door-to-door,small,11.31,,,11.31,7.8,,7.49,,,13.9,9.22,,10.2,9.22,10.14,0.06,0.00591716,1,1,1,1,6424,74,86.8108139,0,Aberdeen City,41.5431366,AB11 6
AB11 6PJ,next-day,shop drop-off,large,,,,50.43,,,,,,59.5,,,59.5,59.5,50.43,9.07,0.179853262,1,1,1,1,6424,74,86.8108139,0,Aberdeen City,41.5431366,AB11 6
AB11 6PJ,next-day,shop drop-off,medium,,,,19.85,,,,,,25.3,,,25.3,25.3,19.85,5.45,0.274559194,1,1,1,1,6424,74,86.8108139,0,Aberdeen City,41.5431366,AB11 6
AB11 6PJ,next-day,shop drop-off,small,,,,10.33,,,,,,11.4,,,11.4,11.4,10.33,1.07,0.103581801,1,1,1,1,6424,74,86.8108139,0,Aberdeen City,41.5431366,AB11 6
AB11 6PJ,standard,door-to-door,large,,,,47.32,,,,,,52,,,52,52,47.32,4.68,0.098901099,1,1,1,1,6424,74,86.8108139,0,Aberdeen City,41.5431366,AB11 6
AB11 6PJ,standard,door-to-door,medium,,12.57,,18.63,,10.56,,9.39,,24,,7.99,13.79,9.39,13.92,-0.13,-0.00933908,1,1,1,1,6424,74,86.8108139,0,Aberdeen City,41.5431366,AB11 6
AB11 6PJ,standard,door-to-door,small,,6.54,,9.69,,5.49,,9.39,,10.1,,6.99,8.83,9.39,7.24,1.59,0.21961326,1,1,1,1,6424,74,86.8108139,0,Aberdeen City,41.5431366,AB11 6
AB11 6PJ,standard,shop drop-off,large,,,,43.22,,,,,,49.5,,,49.5,49.5,43.22,6.28,0.1453031,1,1,1,1,6424,74,86.8108139,0,Aberdeen City,41.5431366,AB11 6
AB11 6PJ,standard,shop drop-off,medium,,,6.72,17.01,,,,,7.48,21.5,,,14.49,14.49,11.865,2.63,0.221238938,1,1,1,1,6424,74,86.8108139,0,Aberdeen City,41.5431366,AB11 6
AB11 6PJ,standard,shop drop-off,small,8.85,,3.49,8.85,,5.01,5.99,,3.38,7.6,,4.74,5.43,5.36,6.55,-1.13,-0.170992366,1,1,1,1,6424,74,86.8108139,0,Aberdeen City,41.5431366,AB11 6
AB11 7TF,next-day,door-to-door,large,,,,55.22,38.11,,,,,62,15.95,,38.98,38.98,46.665,-7.69,-0.164684453,1,1,1,1,2616,61,42.88524628,0,Aberdeen City,41.5431366,AB11 7
AB11 7TF,next-day,door-to-door,medium,21.74,,,21.74,15,,15.49,,,27.8,10.95,,18.08,15.49,19.49333333,-1.42,-0.07250342,1,1,1,1,2616,61,42.88524628,0,Aberdeen City,41.5431366,AB11 7
AB11 7TF,next-day,door-to-door,small,11.31,,,11.31,7.8,,7.49,,,13.9,7.45,,9.61,7.49,10.14,-0.53,-0.052268245,1,1,1,1,2616,61,42.88524628,0,Aberdeen City,41.5431366,AB11 7
AB11 7TF,next-day,shop drop-off,large,,,,50.43,,,,,,59.5,,,59.5,59.5,50.43,9.07,0.179853262,1,1,1,1,2616,61,42.88524628,0,Aberdeen City,41.5431366,AB11 7
AB11 7TF,next-day,shop drop-off,medium,,,,19.85,,,,,,25.3,,,25.3,25.3,19.85,5.45,0.274559194,1,1,1,1,2616,61,42.88524628,0,Aberdeen City,41.5431366,AB11 7
AB11 7TF,next-day,shop drop-off,small,,,,10.33,,,,,,11.4,,,11.4,11.4,10.33,1.07,0.103581801,1,1,1,1,2616,61,42.88524628,0,Aberdeen City,41.5431366,AB11 7
AB11 7TF,standard,door-to-door,large,,,,47.32,,,,,,52,,,52,52,47.32,4.68,0.098901099,1,1,1,1,2616,61,42.88524628,0,Aberdeen City,41.5431366,AB11 7
AB11 7TF,standard,door-to-door,medium,,12.57,,18.63,,10.56,,9.39,,24,,7.99,13.79,9.39,13.92,-0.13,-0.00933908,1,1,1,1,2616,61,42.88524628,0,Aberdeen City,41.5431366,AB11 7
AB11 7TF,standard,door-to-door,small,,6.54,,9.69,,5.49,,9.39,,10.1,,6.99,8.83,9.39,7.24,1.59,0.21961326,1,1,1,1,2616,61,42.88524628,0,Aberdeen City,41.5431366,AB11 7
AB11 7TF,standard,shop drop-off,large,,,,43.22,,,,,,49.5,,,49.5,49.5,43.22,6.28,0.1453031,1,1,1,1,2616,61,42.88524628,0,Aberdeen City,41.5431366,AB11 7
AB11 7TF,standard,shop drop-off,medium,,,6.72,17.01,,,,,7.48,21.5,,,14.49,14.49,11.865,2.63,0.221238938,1,1,1,1,2616,61,42.88524628,0,Aberdeen City,41.5431366,AB11 7
AB11 7TF,standard,shop drop-off,small,8.85,,3.49,8.85,,5.01,5.99,,3.38,7.6,,4.74,5.43,5.36,6.55,-1.13,-0.170992366,1,1,1,1,2616,61,42.88524628,0,Aberdeen City,41.5431366,AB11 7
AB11 8EB,next-day,door-to-door,large,,,,55.22,38.11,,,,,62,57.85,,59.92,59.92,46.665,13.26,0.284045859,1,1,1,1,6821,111,61.4504509,0,Aberdeen City,41.5431366,AB11 8
AB11 8EB,next-day,door-to-door,medium,21.74,,,21.74,15,,15.49,,,27.8,17.45,,20.25,17.45,19.49333333,0.75,0.038816689,1,1,1,1,6821,111,61.4504509,0,Aberdeen City,41.5431366,AB11 8
AB11 8EB,next-day,door-to-door,small,11.31,,,11.31,7.8,,7.49,,,13.9,9.22,,10.2,9.22,10.14,0.06,0.00591716,1,1,1,1,6821,111,61.4504509,0,Aberdeen City,41.5431366,AB11 8
AB11 8EB,next-day,shop drop-off,large,,,,50.43,,,,,,59.5,,,59.5,59.5,50.43,9.07,0.179853262,1,1,1,1,6821,111,61.4504509,0,Aberdeen City,41.5431366,AB11 8
AB11 8EB,next-day,shop drop-off,medium,,,,19.85,,,,,,25.3,,,25.3,25.3,19.85,5.45,0.274559194,1,1,1,1,6821,111,61.4504509,0,Aberdeen City,41.5431366,AB11 8
AB11 8EB,next-day,shop drop-off,small,,,,10.33,,,,,,11.4,,,11.4,11.4,10.33,1.07,0.103581801,1,1,1,1,6821,111,61.4504509,0,Aberdeen City,41.5431366,AB11 8
AB11 8EB,standard,door-to-door,large,,,,47.32,,,,,,52,,,52,52,47.32,4.68,0.098901099,1,1,1,1,6821,111,61.4504509,0,Aberdeen City,41.5431366,AB11 8
AB11 8EB,standard,door-to-door,medium,,12.57,,18.63,,10.56,,9.39,,24,,7.99,13.79,9.39,13.92,-0.13,-0.00933908,1,1,1,1,6821,111,61.4504509,0,Aberdeen City,41.5431366,AB11 8
AB11 8EB,standard,door-to-door,small,,6.54,,9.69,,5.49,,9.39,,10.1,,6.99,8.83,9.39,7.24,1.59,0.21961326,1,1,1,1,6821,111,61.4504509,0,Aberdeen City,41.5431366,AB11 8
AB11 8EB,standard,shop drop-off,large,,,,43.22,,,,,,49.5,,,49.5,49.5,43.22,6.28,0.1453031,1,1,1,1,6821,111,61.4504509,0,Aberdeen City,41.5431366,AB11 8
AB11 8EB,standard,shop drop-off,medium,,,6.72,17.01,,,,,7.48,21.5,,,14.49,14.49,11.865,2.63,0.221238938,1,1,1,1,6821,111,61.4504509,0,Aberdeen City,41.5431366,AB11 8
AB11 8EB,standard,shop drop-off,small,8.85,,3.49,8.85,,5.01,5.99,,3.38,7.6,,4.74,5.43,5.36,6.55,-1.13,-0.170992366,1,1,1,1,6821,111,61.4504509,0,Aberdeen City,41.5431366,AB11 8
AB11 9AU,next-day,door-to-door,large,,,,55.22,38.11,,,,,62,57.85,,59.92,59.92,46.665,13.26,0.284045859,1,1,1,1,3471,141,24.61702156,0,Aberdeen City,41.5431366,AB11 9
AB11 9AU,next-day,door-to-door,medium,21.74,,,21.74,15,,15.49,,,27.8,17.45,,20.25,17.45,19.49333333,0.75,0.038816689,1,1,1,1,3471,141,24.61702156,0,Aberdeen City,41.5431366,AB11 9
AB11 9AU,next-day,door-to-door,small,11.31,,,11.31,7.8,,7.49,,,13.9,9.22,,10.2,9.22,10.14,0.06,0.00591716,1,1,1,1,3471,141,24.61702156,0,Aberdeen City,41.5431366,AB11 9
AB11 9AU,next-day,shop drop-off,large,,,,50.43,,,,,,59.5,,,59.5,59.5,50.43,9.07,0.179853262,1,1,1,1,3471,141,24.61702156,0,Aberdeen City,41.5431366,AB11 9
AB11 9AU,next-day,shop drop-off,medium,,,,19.85,,,,,,25.3,,,25.3,25.3,19.85,5.45,0.274559194,1,1,1,1,3471,141,24.61702156,0,Aberdeen City,41.5431366,AB11 9
AB11 9AU,next-day,shop drop-off,small,,,,10.33,,,,,,11.4,,,11.4,11.4,10.33,1.07,0.103581801,1,1,1,1,3471,141,24.61702156,0,Aberdeen City,41.5431366,AB11 9
AB11 9AU,standard,door-to-door,large,,,,47.32,,,,,,52,,,52,52,47.32,4.68,0.098901099,1,1,1,1,3471,141,24.61702156,0,Aberdeen City,41.5431366,AB11 9
AB11 9AU,standard,door-to-door,medium,,12.57,,18.63,,10.56,,9.39,,24,,7.99,13.79,9.39,13.92,-0.13,-0.00933908,1,1,1,1,3471,141,24.61702156,0,Aberdeen City,41.5431366,AB11 9
AB11 9AU,standard,door-to-door,small,,6.54,,9.69,,5.49,,9.39,,10.1,,6.99,8.83,9.39,7.24,1.59,0.21961326,1,1,1,1,3471,141,24.61702156,0,Aberdeen City,41.5431366,AB11 9
AB11 9AU,standard,shop drop-off,large,,,,43.22,,,,,,49.5,,,49.5,49.5,43.22,6.28,0.1453031,1,1,1,1,3471,141,24.61702156,0,Aberdeen City,41.5431366,AB11 9
AB11 9AU,standard,shop drop-off,medium,,,6.72,17.01,,,,,7.48,21.5,,,14.49,14.49,11.865,2.63,0.221238938,1,1,1,1,3471,141,24.61702156,0,Aberdeen City,41.5431366,AB11 9
AB11 9AU,standard,shop drop-off,small,8.85,,3.49,8.85,,5.01,5.99,,3.38,7.6,,4.74,5.43,5.36,6.55,-1.13,-0.170992366,1,1,1,1,3471,141,24.61702156,0,Aberdeen City,41.5431366,AB11 9
AB12 3QD,next-day,door-to-door,large,,,,55.22,38.11,,,,,62,15.95,,38.98,38.98,46.665,-7.69,-0.164684453,1,1,1,1,8320,1424,5.842696667,0,Aberdeen City,3.520804644,AB12 3
AB12 3QD,next-day,door-to-door,medium,21.74,,,21.74,15,,15.49,,,27.8,10.95,,18.08,15.49,19.49333333,-1.42,-0.07250342,1,1,1,1,8320,1424,5.842696667,0,Aberdeen City,3.520804644,AB12 3
AB12 3QD,next-day,door-to-door,small,11.31,,,11.31,7.8,,7.49,,,13.9,7.45,,9.61,7.49,10.14,-0.53,-0.052268245,1,1,1,1,8320,1424,5.842696667,0,Aberdeen City,3.520804644,AB12 3
AB12 3QD,next-day,shop drop-off,large,,,,50.43,,,,,,59.5,,,59.5,59.5,50.43,9.07,0.179853262,1,1,1,1,8320,1424,5.842696667,0,Aberdeen City,3.520804644,AB12 3
AB12 3QD,next-day,shop drop-off,medium,,,,19.85,,,,,,25.3,,,25.3,25.3,19.85,5.45,0.274559194,1,1,1,1,8320,1424,5.842696667,0,Aberdeen City,3.520804644,AB12 3
AB12 3QD,next-day,shop drop-off,small,,,,10.33,,,,,,11.4,,,11.4,11.4,10.33,1.07,0.103581801,1,1,1,1,8320,1424,5.842696667,0,Aberdeen City,3.520804644,AB12 3
AB12 3QD,standard,door-to-door,large,,,,47.32,,,,,,52,,,52,52,47.32,4.68,0.098901099,1,1,1,1,8320,1424,5.842696667,0,Aberdeen City,3.520804644,AB12 3
AB12 3QD,standard,door-to-door,medium,,12.57,,18.63,,10.56,,9.39,,24,,7.99,13.79,9.39,13.92,-0.13,-0.00933908,1,1,1,1,8320,1424,5.842696667,0,Aberdeen City,3.520804644,AB12 3
AB12 3QD,standard,door-to-door,small,,,,9.69,,5.49,,,,10.1,,6.99,8.54,8.54,7.59,1.3,0.12516469,1,1,1,1,8320,1424,5.842696667,0,Aberdeen City,3.520804644,AB12 3
AB12 3QD,standard,shop drop-off,large,,,,43.22,,,,,,49.5,,,49.5,49.5,43.22,6.28,0.1453031,1,1,1,1,8320,1424,5.842696667,0,Aberdeen City,3.520804644,AB12 3
AB12 3QD,standard,shop drop-off,medium,,,6.72,17.01,,,,,7.48,21.5,,,14.49,14.49,11.865,2.63,0.221238938,1,1,1,1,8320,1424,5.842696667,0,Aberdeen City,3.520804644,AB12 3
AB12 3QD,standard,shop drop-off,small,8.85,,3.49,8.85,,5.01,5.99,,3.38,7.6,,4.74,5.43,5.36,6.55,-1.13,-0.170992366,1,1,1,1,8320,1424,5.842696667,0,Aberdeen City,3.520804644,AB12 3
AB12 4YA,next-day,door-to-door,large,,,,55.99,38.63,,,,,62,57.85,,59.92,59.92,47.31,12.61,0.266539844,1,1,3,3,8109,1545,5.248543739,0,Aberdeenshire,3.520804644,AB12 4
AB12 4YA,next-day,door-to-door,medium,22.04,,,22.04,15.21,,15.49,,,27.8,17.45,,20.25,17.45,19.76333333,0.48,0.024624726,1,1,3,3,8109,1545,5.248543739,0,Aberdeenshire,3.520804644,AB12 4
AB12 4YA,next-day,door-to-door,small,11.47,,,11.47,7.91,,7.49,,,13.9,9.22,,10.2,9.22,10.28333333,-0.08,-0.008103728,1,1,3,3,8109,1545,5.248543739,0,Aberdeenshire,3.520804644,AB12 4
AB12 4YA,next-day,shop drop-off,large,,,,51.13,,,,,,59.5,,,59.5,59.5,51.13,8.37,0.163700372,1,1,3,3,8109,1545,5.248543739,0,Aberdeenshire,3.520804644,AB12 4
AB12 4YA,next-day,shop drop-off,medium,,,,20.13,,,,,,25.3,,,25.3,25.3,20.13,5.17,0.256830601,1,1,3,3,8109,1545,5.248543739,0,Aberdeenshire,3.520804644,AB12 4
AB12 4YA,next-day,shop drop-off,small,,,,10.47,,,,,,11.4,,,11.4,11.4,10.47,0.93,0.088825215,1,1,3,3,8109,1545,5.248543739,0,Aberdeenshire,3.520804644,AB12 4
AB12 4YA,standard,door-to-door,large,,,,47.98,,,,,,52,,,52,52,47.98,4.02,0.08378491,1,1,3,3,8109,1545,5.248543739,0,Aberdeenshire,3.520804644,AB12 4
AB12 4YA,standard,door-to-door,medium,,12.74,,18.89,,10.7,,9.39,,24,,7.99,13.79,9.39,14.11,-0.32,-0.022678951,1,1,3,3,8109,1545,5.248543739,0,Aberdeenshire,3.520804644,AB12 4
AB12 4YA,standard,door-to-door,small,,6.63,,9.83,,5.57,,9.39,,10.1,,6.99,8.83,9.39,7.343333333,1.49,0.202451203,1,1,3,3,8109,1545,5.248543739,0,Aberdeenshire,3.520804644,AB12 4
AB12 4YA,standard,shop drop-off,large,,,,43.81,,,,,,49.5,,,49.5,49.5,43.81,5.69,0.129879023,1,1,3,3,8109,1545,5.248543739,0,Aberdeenshire,3.520804644,AB12 4
AB12 4YA,standard,shop drop-off,medium,,,6.81,17.25,,,,,7.48,21.5,,,14.49,14.49,12.03,2.46,0.204488778,1,1,3,3,8109,1545,5.248543739,0,Aberdeenshire,3.520804644,AB12 4
AB12 4YA,standard,shop drop-off,small,8.97,,3.54,8.97,,5.08,5.99,,3.38,7.6,,4.74,5.43,5.36,6.64,-1.22,-0.182228916,1,1,3,3,8109,1545,5.248543739,0,Aberdeenshire,3.520804644,AB12 4
AB12 5GA,next-day,door-to-door,large,,,,56.2,38.78,,,,,62,57.85,,59.92,59.92,47.49,12.44,0.261739314,2,2,5,6,9125,4289,2.127535582,0,Aberdeenshire,3.520804644,AB12 5
AB12 5GA,next-day,door-to-door,medium,22.13,,,22.13,15.27,,15.49,,,27.8,17.45,,20.25,17.45,19.84333333,0.41,0.020493869,2,2,5,6,9125,4289,2.127535582,0,Aberdeenshire,3.520804644,AB12 5
AB12 5GA,next-day,door-to-door,small,11.51,,,11.51,7.94,,7.49,,,13.9,9.22,,10.2,9.22,10.32,-0.12,-0.011627907,2,2,5,6,9125,4289,2.127535582,0,Aberdeenshire,3.520804644,AB12 5
AB12 5GA,next-day,shop drop-off,large,,,,51.32,,,,,,59.5,,,59.5,59.5,51.32,8.18,0.15939205,2,2,5,6,9125,4289,2.127535582,0,Aberdeenshire,3.520804644,AB12 5
AB12 5GA,next-day,shop drop-off,medium,,,,20.2,,,,,,25.3,,,25.3,25.3,20.2,5.1,0.252475248,2,2,5,6,9125,4289,2.127535582,0,Aberdeenshire,3.520804644,AB12 5
AB12 5GA,next-day,shop drop-off,small,,,,10.51,,,,,,11.4,,,11.4,11.4,10.51,0.89,0.084681256,2,2,5,6,9125,4289,2.127535582,0,Aberdeenshire,3.520804644,AB12 5
AB12 5GA,standard,door-to-door,large,,,,48.16,,,,,,52,,,52,52,48.16,3.84,0.079734219,2,2,5,6,9125,4289,2.127535582,0,Aberdeenshire,3.520804644,AB12 5
