postcode_sector,average_price,average_pred_price,difference_actual_pred_price_per
KA11 4,38.98,46.855,-.16807172
KA11 5,38.98,46.855,-.16807172
KA12 0,38.98,46.855,-.16807172
KA12 2,38.98,46.855,-.16807172
KA12 8,38.98,46.855,-.16807172
KA12 9,38.98,46.855,-.16807172
KA13 6,38.98,46.855,-.16807172
KA13 7,38.98,46.855,-.16807172
KA14 3,38.98,47.310001,-.17607272
KA15 1,38.98,47.490002,-.17919563
KA15 2,38.98,47.490002,-.17919563
KA15 9,38.98,47.310001,-.17607272
KA16 9,38.98,47.490002,-.17919563
KA17 0,38.98,47.310001,-.17607272
KA18 1,38.98,48.884998,-.20261839
KA18 2,38.98,47.490002,-.17919563
KA18 3,38.98,48.884998,-.20261839
KA18 4,38.98,51.095001,-.23710735
KA19 7,38.98,47.490002,-.17919563
KA19 8,38.98,47.490002,-.17919563
KA2 0L,38.98,46.855,-.16807172
KA2 9E,38.98,47.490002,-.17919563
KA20 3,38.98,46.855,-.16807172
KA20 4,38.98,46.855,-.16807172
KA21 5,38.98,46.855,-.16807172
KA21 6,38.98,46.855,-.16807172
KA22 7,38.98,46.855,-.16807172
KA22 8,38.98,46.855,-.16807172
KA23 9,38.98,47.310001,-.17607272
KA24 4,38.98,47.490002,-.17919563
KA24 5,38.98,47.310001,-.17607272
KA25 6,38.98,47.310001,-.17607272
KA25 7,38.98,47.310001,-.17607272
KA26 0,38.98,51.095001,-.23710735
KA26 9,38.98,51.095001,-.23710735
KA27 8,71.730003,58.540001,.22531602
KA28 0,71.730003,51.095001,.40385556
KA29 0,38.98,47.490002,-.17919563
KA3 1L,38.98,46.855,-.16807172
KA3 2T,38.98,47.490002,-.17919563
KA3 3D,38.98,47.310001,-.17607272
KA3 4A,38.98,47.490002,-.17919563
KA3 5E,38.98,47.310001,-.17607272
KA3 6F,38.98,46.855,-.16807172
KA3 7H,38.98,46.855,-.16807172
KA30 0,38.98,46.855,-.16807172
KA30 8,38.98,46.855,-.16807172
KA30 9,38.98,46.855,-.16807172
KA4 8D,38.98,47.310001,-.17607272
KA5 5D,38.98,47.310001,-.17607272
KA5 6W,38.98,48.884998,-.20261839
KA6 5B,38.98,47.490002,-.17919563
KA6 6A,38.98,47.490002,-.17919563
KA6 7P,38.98,47.490002,-.17919563
KA7 1D,38.98,46.855,-.16807172
KA7 2X,38.98,46.855,-.16807172
KA7 3J,38.98,46.855,-.16807172
KA7 4Q,38.98,46.855,-.16807172
KA8 0L,38.98,46.855,-.16807172
KA8 8D,38.98,46.855,-.16807172
KA8 9H,38.98,46.855,-.16807172
KA9 1D,38.98,46.855,-.16807172
KA9 2E,38.98,46.855,-.16807172
KW1 4B,71.730003,58.575001,.22458386
KW1 5A,71.730003,58.575001,.22458386
KW10 6,71.730003,58.540001,.22531602
KW11 6,71.730003,58.540001,.22531602
KW12 6,71.730003,58.540001,.22531602
KW13 6,71.730003,58.540001,.22531602
KW14 7,71.730003,58.575001,.22458386
KW14 8,71.730003,58.540001,.22531602
KW15 1,71.730003,58.540001,.22531602
KW16 3,71.730003,58.540001,.22531602
KW16 9,71.730003,58.540001,.22531602
KW17 2,71.730003,58.540001,.22531602
KW2 6A,71.730003,58.540001,.22531602
KW3 6A,71.730003,58.540001,.22531602
KW5 6D,71.730003,58.540001,.22531602
KW6 6E,71.730003,58.540001,.22531602
KW7 6H,71.730003,58.540001,.22531602
KW8 6H,71.730003,58.540001,.22531602
KW9 6Q,71.730003,58.540001,.22531602
KY1 1P,38.98,46.855,-.16807172
KY1 2Q,38.98,46.855,-.16807172
KY1 3J,38.98,46.855,-.16807172
KY1 4R,38.98,47.490002,-.17919563
KY10 2,38.98,47.310001,-.17607272
KY10 3,38.98,47.310001,-.17607272
KY11 1,38.98,47.490002,-.17919563
KY11 2,38.98,46.855,-.16807172
KY11 3,38.98,46.855,-.16807172
KY11 4,38.98,46.855,-.16807172
KY11 7,38.98,47.490002,-.17919563
KY11 8,38.98,46.855,-.16807172
KY11 9,38.98,46.855,-.16807172
KY12 0,38.98,46.855,-.16807172
KY12 7,38.98,46.855,-.16807172
KY12 8,38.98,47.490002,-.17919563
KY12 9,38.98,47.490002,-.17919563
KY13 0,38.98,47.490002,-.17919563
KY13 3,38.98,47.310001,-.17607272
KY13 8,38.98,47.310001,-.17607272
KY13 9,38.98,47.490002,-.17919563
KY14 6,38.98,47.490002,-.17919563
KY14 7,38.98,47.490002,-.17919563
KY15 4,38.98,47.490002,-.17919563
KY15 5,38.98,47.490002,-.17919563
KY15 7,38.98,47.490002,-.17919563
KY15 9,38.98,47.310001,-.17607272
KY16 0,38.98,47.310001,-.17607272
KY16 8,38.98,46.855,-.16807172
KY16 9,38.98,46.855,-.16807172
KY2 5E,38.98,46.855,-.16807172
KY2 6X,38.98,46.855,-.16807172
KY3 0J,38.98,47.310001,-.17607272
KY3 9R,38.98,47.490002,-.17919563
KY4 0F,38.98,47.310001,-.17607272
KY4 8A,38.98,46.855,-.16807172
KY4 9Q,38.98,46.855,-.16807172
KY5 0X,38.98,47.490002,-.17919563
KY5 8L,38.98,46.855,-.16807172
KY5 9A,38.98,46.855,-.16807172
KY6 1J,38.98,46.855,-.16807172
KY6 2B,38.98,46.855,-.16807172
KY6 3E,38.98,46.855,-.16807172
KY7 4E,38.98,46.855,-.16807172
KY7 5D,38.98,46.855,-.16807172
KY7 6F,38.98,46.855,-.16807172
KY7 9U,38.98,46.855,-.16807172
KY8 1L,38.98,46.855,-.16807172
KY8 2J,38.98,46.855,-.16807172
KY8 3B,38.98,46.855,-.16807172
KY8 4D,38.98,46.855,-.16807172
KY8 5N,38.98,47.490002,-.17919563
KY8 6B,38.98,47.490002,-.17919563
KY9 1A,38.98,47.490002,-.17919563
KY99 0,38.98,46.855,-.16807172
KY99 1,38.98,46.855,-.16807172
KY99 2,38.98,46.855,-.16807172
KY99 3,38.98,46.855,-.16807172
KY99 5,38.98,46.855,-.16807172
KY99 6,38.98,46.855,-.16807172
KY99 7,38.98,46.855,-.16807172
KY99 8,38.98,46.855,-.16807172
KY99 9,38.98,46.855,-.16807172
ML1 1N,38.98,46.855,-.16807172
ML1 2H,38.98,46.855,-.16807172
ML1 3D,38.98,46.855,-.16807172
ML1 4H,38.98,46.855,-.16807172
ML1 5F,38.98,46.855,-.16807172
ML1 9W,38.98,46.855,-.16807172
ML10 6,38.98,47.310001,-.17607272
ML11 0,38.98,47.310001,-.17607272
ML11 7,38.98,47.490002,-.17919563
ML11 8,38.98,47.490002,-.17919563
ML11 9,38.98,47.490002,-.17919563
ML12 6,38.98,51.095001,-.23710735
ML2 0B,38.98,46.855,-.16807172
ML2 7N,38.98,46.855,-.16807172
ML2 8D,38.98,46.855,-.16807172
ML2 9A,38.98,46.855,-.16807172
ML3 0J,38.98,46.855,-.16807172
ML3 6J,38.98,46.855,-.16807172
ML3 7X,38.98,47.490002,-.17919563
ML3 8R,38.98,47.490002,-.17919563
ML3 9T,38.98,46.855,-.16807172
ML4 1N,38.98,46.855,-.16807172
ML4 2R,38.98,46.855,-.16807172
ML4 3P,38.98,46.855,-.16807172
ML5 1R,38.98,46.855,-.16807172
ML5 2L,38.98,46.855,-.16807172
ML5 3A,38.98,46.855,-.16807172
ML5 4H,38.98,46.855,-.16807172
ML5 5R,38.98,46.855,-.16807172
ML5 9A,38.98,46.855,-.16807172
ML6 0E,38.98,46.855,-.16807172
ML6 6A,38.98,46.855,-.16807172
ML6 7U,38.98,47.490002,-.17919563
ML6 8Q,38.98,46.855,-.16807172
ML6 9P,38.98,47.490002,-.17919563
ML7 4E,38.98,47.310001,-.17607272
ML7 5P,38.98,47.310001,-.17607272
ML7 9A,38.98,47.310001,-.17607272
ML8 4N,38.98,46.855,-.16807172
ML8 5H,38.98,47.310001,-.17607272
ML9 1A,38.98,46.855,-.16807172
ML9 2D,38.98,46.855,-.16807172
ML9 3D,38.98,47.490002,-.17919563
PA1 1L,38.98,46.665001,-.16468446
PA1 2S,38.98,46.665001,-.16468446
PA1 3B,38.98,46.665001,-.16468446
PA10 2,38.98,46.665001,-.16468446
PA11 3,38.98,47.310001,-.17607272
PA12 4,38.98,47.490002,-.17919563
PA13 4,38.98,47.310001,-.17607272
PA14 5,38.98,46.855,-.16807172
PA14 6,38.98,46.855,-.16807172
PA15 1,38.98,46.855,-.16807172
PA15 2,38.98,46.855,-.16807172
PA15 3,38.98,46.855,-.16807172
PA15 4,38.98,46.855,-.16807172
PA16 0,38.98,46.855,-.16807172
PA16 7,38.98,46.855,-.16807172
PA16 8,38.98,46.855,-.16807172
PA16 9,38.98,46.855,-.16807172
PA17 5,38.98,47.310001,-.17607272
PA18 6,38.98,47.310001,-.17607272
PA19 1,38.98,46.855,-.16807172
PA2 0D,38.98,46.665001,-.16468446
PA2 6L,38.98,46.665001,-.16468446
PA2 7A,38.98,46.665001,-.16468446
PA2 8U,38.98,47.490002,-.17919563
PA2 9L,38.98,46.665001,-.16468446
PA20 0,71.730003,58.575001,.22458386
PA20 2,71.730003,58.575001,.22458386
PA20 9,71.730003,58.575001,.22458386
PA21 2,71.730003,58.540001,.22531602
PA22 3,71.730003,58.540001,.22531602
PA23 7,71.730003,58.575001,.22458386
PA23 8,71.730003,58.575001,.22458386
PA24 8,71.730003,51.095001,.40385556
PA25 8,71.730003,51.095001,.40385556
PA26 8,71.730003,51.095001,.40385556
PA27 8,71.730003,58.540001,.22531602
PA28 6,71.730003,58.575001,.22458386
PA29 6,71.730003,58.540001,.22531602
PA3 1B,38.98,46.665001,-.16468446
PA3 2J,38.98,46.665001,-.16468446
PA3 3L,38.98,46.665001,-.16468446
PA3 4B,38.98,46.665001,-.16468446
PA3 9T,38.98,46.665001,-.16468446
PA30 8,71.730003,58.540001,.22531602
PA31 8,71.730003,58.540001,.22531602
PA31 9,71.730003,58.540001,.22531602
PA32 8,71.730003,58.540001,.22531602
PA33 1,71.730003,58.540001,.22531602
PA34 4,71.730003,58.540001,.22531602
PA34 5,71.730003,58.575001,.22458386
PA34 9,71.730003,58.575001,.22458386
PA35 1,71.730003,58.540001,.22531602
PA36 4,71.730003,58.540001,.22531602
PA37 1,71.730003,58.540001,.22531602
PA38 4,71.730003,51.095001,.40385556
PA4 0J,38.98,46.665001,-.16468446
PA4 4A,38.98,46.665001,-.16468446
PA4 8T,38.98,46.665001,-.16468446
PA4 9A,38.98,46.665001,-.16468446
PA41 7,71.730003,58.540001,.22531602
PA42 7,71.730003,58.540001,.22531602
PA43 7,71.730003,58.540001,.22531602
PA44 7,71.730003,58.540001,.22531602
PA45 7,71.730003,58.540001,.22531602
PA46 7,71.730003,58.540001,.22531602
PA47 7,71.730003,58.540001,.22531602
PA48 7,71.730003,58.540001,.22531602
PA49 7,71.730003,58.540001,.22531602
PA5 0A,38.98,46.665001,-.16468446
PA5 8E,38.98,46.665001,-.16468446
PA5 9H,38.98,46.665001,-.16468446
PA6 7L,38.98,47.310001,-.17607272
PA60 7,71.730003,58.540001,.22531602
PA61 7,71.730003,58.540001,.22531602
PA62 6,71.730003,58.540001,.22531602
PA63 6,71.730003,58.540001,.22531602
PA64 6,71.730003,58.540001,.22531602
PA65 6,71.730003,58.540001,.22531602
PA66 6,71.730003,58.540001,.22531602
PA67 6,71.730003,58.540001,.22531602
PA68 6,71.730003,58.540001,.22531602
PA69 6,71.730003,58.540001,.22531602
PA7 5Q,38.98,46.855,-.16807172
PA7 9A,38.98,46.855,-.16807172
PA70 6,71.730003,58.540001,.22531602
PA71 6,71.730003,58.540001,.22531602
PA72 6,71.730003,58.540001,.22531602
PA73 6,71.730003,58.540001,.22531602
PA74 6,71.730003,58.540001,.22531602
PA75 6,71.730003,58.540001,.22531602
PA76 6,71.730003,58.540001,.22531602
PA77 6,71.730003,58.540001,.22531602
PA78 6,71.730003,58.540001,.22531602
PA8 6H,38.98,46.855,-.16807172
PA8 7E,38.98,46.855,-.16807172
PA8 9A,38.98,46.855,-.16807172
PA80 5,71.730003,58.540001,.22531602
PA9 1B,38.98,47.490002,-.17919563
PH1 1N,38.98,46.855,-.16807172
PH1 2Q,38.98,46.855,-.16807172
PH1 3S,38.98,51.095001,-.23710735
PH1 4D,38.98,47.490002,-.17919563
PH1 5J,38.98,46.855,-.16807172
PH10 6,38.98,48.884998,-.20261839
PH10 7,38.98,51.095001,-.23710735
PH11 8,38.98,47.490002,-.17919563
PH12 8,38.98,47.490002,-.17919563
PH13 9,38.98,47.490002,-.17919563
PH14 9,38.98,47.490002,-.17919563
PH15 2,62,69.279999,-.10508083
PH16 5,38.98,51.095001,-.23710735
PH17 2,38.98,58.540001,-.3341305
PH18 5,38.98,58.540001,-.3341305
PH19 1,71.730003,58.540001,.22531602
PH2 0R,38.98,47.490002,-.17919563
PH2 6L,38.98,47.310001,-.17607272
PH2 7Q,38.98,47.490002,-.17919563
PH2 8D,38.98,46.855,-.16807172
PH2 9Q,38.98,47.490002,-.17919563
PH20 1,71.730003,58.540001,.22531602
PH21 1,71.730003,58.540001,.22531602
PH22 1,71.730003,48.884998,.46732128
PH23 3,71.730003,51.095001,.40385556
PH24 3,71.730003,51.095001,.40385556
PH25 3,71.730003,51.095001,.40385556
PH26 3,71.730003,51.095001,.40385556
PH26 9,71.730003,51.095001,.40385556
PH3 1J,38.98,47.490002,-.17919563
PH30 4,71.730003,58.540001,.22531602
PH31 4,71.730003,51.095001,.40385556
PH32 4,71.730003,51.095001,.40385556
PH33 6,71.730003,46.855,.53089321
PH33 7,71.730003,46.855,.53089321
PH34 4,71.730003,47.490002,.51042324
PH35 4,71.730003,58.540001,.22531602
PH36 4,71.730003,58.540001,.22531602
PH37 4,71.730003,58.540001,.22531602
PH38 4,71.730003,51.095001,.40385556
PH39 4,71.730003,58.540001,.22531602
PH4 1P,38.98,47.490002,-.17919563
PH40 4,71.730003,58.540001,.22531602
PH41 2,81.459999,47.799999,.70418411
PH41 4,71.730003,58.540001,.22531602
PH42 4,71.730003,58.540001,.22531602
PH43 4,71.730003,58.540001,.22531602
PH49 4,71.730003,51.095001,.40385556
PH5 2A,38.98,51.095001,-.23710735
PH50 4,71.730003,51.095001,.40385556
PH6 2N,38.98,51.095001,-.23710735
PH7 3L,38.98,48.884998,-.20261839
PH7 4A,38.98,48.884998,-.20261839
PH8 0E,38.98,51.095001,-.23710735
PH9 0N,38.98,51.095001,-.23710735
TD1 1E,38.98,46.855,-.16807172
TD1 2S,38.98,47.490002,-.17919563
TD1 3S,38.98,46.855,-.16807172
TD10 6,38.98,51.095001,-.23710735
TD11 3,38.98,47.490002,-.17919563
TD12 4,38.98,47.490002,-.17919563
TD13 5,38.98,51.095001,-.23710735
TD14 5,38.98,47.310001,-.17607272
TD15 1,38.98,47.490002,-.17919563
TD2 6R,38.98,47.490002,-.17919563
TD3 6J,38.98,47.490002,-.17919563
TD4 6D,38.98,47.490002,-.17919563
TD5 7H,38.98,48.884998,-.20261839
TD5 8Q,38.98,51.095001,-.23710735
TD6 0D,38.98,47.490002,-.17919563
TD6 6S,38.98,47.490002,-.17919563
TD6 9D,38.98,47.490002,-.17919563
TD7 4L,38.98,47.310001,-.17607272
TD7 5B,38.98,47.310001,-.17607272
TD8 6J,38.98,47.310001,-.17607272
TD8 9A,38.98,47.310001,-.17607272
TD9 0S,38.98,51.095001,-.23710735
TD9 1A,38.98,46.855,-.16807172
TD9 7H,38.98,46.855,-.16807172
TD9 8L,38.98,46.855,-.16807172
TD9 9T,38.98,47.490002,-.17919563
ZE1 0U,71.730003,58.540001,.22531602
ZE1 9S,71.730003,58.575001,.22458386
ZE2 9D,71.730003,58.540001,.22531602
ZE3 9J,71.730003,58.540001,.22531602
